No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EPS Growth,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,FCF Growth,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio,Net WC
167,AIG,"American International Group, Inc.",51341356480,77.36,-0.86%,48396000000,0.09,71460356480,11.49,2.07%,12.12%,7192000000,4785000000,6.73,-14.49%,6493000000,10434000000,6265000000,-5239000000,-1176000000,-194000000,575000000,36.43%,21935000000,-15.78%,544121000000,495011000000,1.18,6.85,1.03,1.34,2.07,
168,SMCI,"Super Micro Computer, Inc.",51220541680,874.72,-1.04%,11819523000,2.15,50968532680,49.03,,,1149043000,1048991000,17.84,67.67%,1161777000,1199923000,-1853497000,-142837000,3751781000,1752682000,93037000,,1863467000,895.40%,8862781000,3768625000,10.06,42.48,1.34,68.54,0.53,4312327000
169,CPRT,"Copart, Inc.",50741973540,52.73,-2.39%,4165415000,0.56,47763677540,37.13,,,1603096000,1388238000,1.42,19.83%,1701002000,1884544000,1391920000,-2479784000,26484000,-1024188000,341912000,-2.91%,112033000,-13.34%,8010632000,814446000,7.08,25.34,1.22,1.06,2.98,515856000
170,DXCM,"DexCom, Inc.",50656987920,127.38,0.01%,3801800000,0.58,50292487920,82.71,,,651600000,639300000,1.54,120.00%,794100000,991000000,802300000,-245700000,-325100000,228100000,139100000,40.26%,2532500000,21.54%,6482200000,4235400000,22.55,50.75,1.22,3.43,2.85,150200000
171,TFC,Truist Financial Corporation,50513275000,37.75,-1.69%,19999000000,0.04,81363275000,,5.51%,,-729000000,-1771000000,-1.33,,-707000000,465000000,7523000000,30811000000,-39945000000,-1611000000,700000000,-33.93%,65400000000,-30.11%,534959000000,475906000000,0.86,174.97,1.06,0.82,1.66,
172,MET,"MetLife, Inc.",50475510540,70.98,-2.15%,67574000000,0.10,50486510540,24.48,3.07%,4.21%,2950000000,2166000000,2.90,-34.39%,2923000000,3641000000,14023000000,-11369000000,-906000000,1384000000,558000000,7.62%,19851000000,6.42%,677576000000,648780000000,1.77,13.87,1.03,1.29,2.48,
173,NSC,Norfolk Southern Corporation,50335898340,222.81,-1.79%,12028000000,0.29,67266898340,35.88,2.42%,4.25%,2353000000,1414000000,6.21,-52.30%,2506000000,3820000000,2845000000,-3635000000,890000000,100000000,344000000,-82.53%,17583000000,17.31%,42128000000,29592000000,4.02,17.61,1.30,5.29,1.21,-1339000000
174,HLT,Hilton Worldwide Holdings Inc.,50009200000,200.00,-1.59%,10515000000,0.68,59537200000,43.29,0.30%,,2260000000,1200000000,4.62,1.32%,2224000000,2370000000,1962000000,-247000000,-1255000000,442000000,545000000,4.74%,10948000000,14.38%,15932000000,18749000000,,25.12,1.27,3.85,1.89,-1973000000
175,AFL,Aflac Incorporated,49583051720,87.26,-0.49%,19336000000,0.15,52397051720,9.59,2.29%,12.20%,6284000000,5350000000,9.10,24.83%,6284000000,6284000000,3331000000,939000000,-3046000000,1289000000,740000000,-5.07%,7912000000,6.63%,124742000000,101205000000,2.11,8.34,0.91,1.25,6.42,
176,WMB,"The Williams Companies, Inc.",49566562500,40.67,1.35%,10597000000,0.21,75613562500,17.16,4.67%,5.73%,3834000000,2881000000,2.37,11.79%,5079000000,7192000000,5658000000,-4688000000,-780000000,190000000,914000000,11.02%,26887000000,10.14%,52747000000,37817000000,3.98,10.51,1.07,0.65,3.26,-424000000
177,GM,General Motors Company,49163966400,43.09,-2.31%,174870000000,0.63,104238966400,5.26,1.11%,16.67%,10455000000,10624000000,8.19,26.39%,12503000000,24377000000,20996000000,-16315000000,-4368000000,237000000,896000000,-0.74%,122237000000,6.83%,276591000000,205990000000,0.74,4.28,1.50,0.89,4.75,-16493000000
178,JCI,Johnson Controls International plc,48962771680,72.68,-1.65%,26832000000,0.62,58842771680,29.43,2.04%,4.96%,1423000000,1695000000,2.47,23.50%,1516000000,2422000000,1754000000,-1081000000,-1759000000,-1080000000,-514000000,5.05%,10723000000,2.21%,43457000000,26616000000,3.13,24.30,1.25,1.49,2.22,810000000
179,NEM,Newmont Corporation,48893136000,42.40,1.00%,13156000000,0.28,55888136000,,2.36%,-31.58%,-1805000000,-2675000000,-3.27,,-1831000000,470000000,3058000000,-1458000000,-1552000000,-344000000,573000000,-91.53%,9468000000,54.73%,55335000000,26260000000,1.69,118.91,0.49,1.20,1.26,3950000000
180,GEV,GE Vernova Inc.,48811886695,178.09,0.37%,,,45556886695,,,,,,,,,,,,,,,,,,47872000000,37892000000,5.44,,,7.34,0.46,-3528000000
181,AZO,"AutoZone, Inc.",48448120000,2800.00,0.25%,17830562000,1.10,59972722000,19.74,,,3672823000,2621057000,141.82,16.81%,3672823000,4192628000,3057113000,-1150164000,-1908206000,2810000,674723000,-19.13%,11828698000,16.29%,16717654000,21554975000,,14.30,0.72,48.38,3.57,-1623140000
182,TRV,"The Travelers Companies, Inc.",48173257410,210.37,-1.39%,42888000000,0.35,55606955310,15.66,2.00%,6.86%,4199000000,3139000000,13.43,14.59%,4199000000,4199000000,8157000000,-7403000000,-857000000,-100000000,674000000,31.33%,8032000000,10.15%,127410000000,102388000000,1.93,13.24,0.61,3.29,2.56,
183,SPG,"Simon Property Group, Inc.",47971260480,147.18,-0.47%,5750577000,0.17,72765176480,18.73,5.44%,7.64%,2879478000,2559664000,7.86,19.09%,3591772000,4927726000,3875215000,-510070000,-3269463000,95682000,142930000,-3.64%,26045021000,-0.08%,33696691000,29934567000,15.44,14.77,1.71,2.81,3.84,
184,SRE,Sempra,47691274560,75.36,-0.63%,13800000000,0.16,78628274560,16.69,3.29%,4.07%,2984000000,2862000000,4.51,16.52%,4441000000,6723000000,6089000000,-8928000000,2968000000,131000000,286000000,,31771000000,7.83%,89604000000,54943000000,1.64,11.70,0.70,1.19,3.67,-2006000000
185,PSA,Public Storage,47531855250,270.49,-0.70%,4580678000,0.24,56328100250,24.57,4.44%,20.00%,2256339000,1940362000,11.01,-53.17%,2384676000,3418285000,3215341000,-3512775000,-126158000,-423592000,12300000,-1.21%,9067890000,31.43%,19617385000,9572087000,4.78,16.48,0.56,5.29,4.55,
186,OKE,"ONEOK, Inc.",47252061120,80.96,0.14%,17937000000,0.46,69188061120,19.09,4.89%,2.91%,3639000000,2248000000,4.24,-20.00%,3965000000,4826000000,3796000000,-7029000000,2618000000,-615000000,716000000,-18.60%,22001000000,65.35%,44390000000,27945000000,2.87,14.34,1.61,1.25,4.05,245000000
187,DHI,"D.R. Horton, Inc.",47042219200,142.85,-1.22%,37062800000,1.12,49886719200,9.74,0.84%,17.95%,6292300000,4964300000,14.67,-1.01%,6525900000,6612100000,2360400000,-195600000,-2146000000,18800000,1561600000,-15.97%,5937900000,-0.49%,34398200000,10101800000,1.98,7.54,1.67,3.83,2.40,
188,HES,Hess Corporation,46847973450,152.05,0.44%,11533000000,0.49,55052973450,23.28,1.15%,7.69%,3750000000,2008000000,6.53,-0.46%,3381000000,5493000000,4189000000,-4230000000,-621000000,-662000000,905000000,,9643000000,4.59%,24719000000,14188000000,4.75,10.02,1.25,2.86,2.50,-86000000
189,AEP,"American Electric Power Company, Inc.",46713551551,88.62,-0.39%,19317100000,0.20,90404651551,16.53,3.97%,6.12%,4024000000,2814200000,5.36,38.86%,4543300000,7645300000,5736600000,-5690800000,-157500000,-111700000,-97700000,,44189900000,1.78%,97744600000,71849300000,1.81,11.82,0.50,1.43,3.61,-512500000
190,DLR,"Digital Realty Trust, Inc.",46427214790,143.77,0.70%,5469481000,0.13,63611522790,40.05,3.39%,,496494000,1120896000,3.59,226.36%,1683214000,3387977000,1637329000,-359485000,-237148000,1040696000,76538000,,18378092000,-4.87%,42633089000,21792866000,2.44,18.78,0.56,3.09,4.18,
191,ROST,"Ross Stores, Inc.",46151655480,137.64,-3.16%,20376941000,1.45,47026913480,24.76,1.07%,8.91%,2307663000,1874520000,5.56,26.94%,2307663000,2727095000,2514490000,-762812000,-1428478000,323200000,597261000,69.19%,5747704000,0.72%,14300109000,9428783000,9.47,17.24,1.07,3.19,2.30,-726766000
192,GWW,"W.W. Grainger, Inc.",46081491456,939.12,-2.82%,16622000000,2.03,47991491456,25.91,0.87%,8.69%,2554000000,1819000000,36.24,11.13%,2510000000,2826000000,2238000000,-444000000,-1445000000,343000000,601000000,54.13%,2714000000,-0.22%,8400000000,4891000000,14.40,16.98,1.18,16.05,5.26,2780000000
193,TEL,TE Connectivity Ltd.,46056841600,150.40,-0.31%,15831000000,0.71,49076841600,13.75,1.73%,10.17%,2655000000,3424000000,10.94,64.76%,2718000000,3504000000,3346000000,-991000000,-2071000000,271000000,-782000000,34.00%,4196000000,-0.14%,22824000000,10264000000,3.70,14.01,1.36,2.12,1.04,2400000000
194,F,Ford Motor Company,45803003200,11.68,-3.95%,177494000000,0.66,116155003200,12.04,3.82%,3.84%,4570000000,3922000000,0.97,36.62%,4614000000,12288000000,13503000000,-21531000000,6000000000,-2373000000,-580000000,43.11%,149415000000,7.27%,274341000000,231444000000,1.07,9.45,1.63,0.30,2.23,-11884000000
195,KDP,Keurig Dr Pepper Inc.,45696264700,33.71,-1.40%,14929000000,0.29,60327264700,21.61,2.55%,7.50%,3373000000,2168000000,1.56,67.74%,3421000000,3953000000,1343000000,-872000000,-371000000,113000000,602000000,-59.98%,14948000000,20.78%,52286000000,27633000000,1.85,15.26,0.62,0.46,1.79,-1735000000
196,FTNT,"Fortinet, Inc.",45416114100,59.45,-3.10%,5395800000,0.72,43385814100,38.60,,,1288800000,1199400000,1.54,28.33%,1382500000,1497000000,2088400000,-877200000,-1587000000,-377900000,162000000,-7.15%,992800000,0.19%,7662100000,7799600000,,28.98,1.09,1.73,2.04,-2263800000
197,ADSK,"Autodesk, Inc.",45346924200,210.45,-2.07%,5346000000,0.58,46040924200,49.52,,,1090000000,917000000,4.25,50.18%,1090000000,1229000000,1787000000,-583000000,-1343000000,-139000000,159000000,-4.85%,2648000000,-12.75%,9226000000,7744000000,30.60,37.46,1.45,4.64,1.06,-2856000000
198,EL,The Estée Lauder Companies Inc.,45236539985,126.06,,15346000000,0.67,51375539985,70.82,2.09%,2.33%,1198000000,641000000,1.78,-41.25%,1367000000,2177000000,2185000000,-3425000000,-559000000,-1830000000,340000000,7.40%,9840000000,3.99%,22700000000,16956000000,7.88,23.60,1.07,3.95,2.11,285000000
199,STZ,"Constellation Brands, Inc.",44913131970,245.49,-1.22%,9961800000,0.40,56640031970,26.14,1.65%,11.85%,3169700000,1727400000,9.39,,2619400000,3138600000,2780000000,-1285900000,-1474600000,18900000,456600000,-11.31%,11879300000,-4.67%,25691700000,15627100000,4.61,18.05,0.95,4.19,3.20,1633600000
200,O,Realty Income Corporation,44905815180,51.57,-1.17%,4395079000,0.08,69566706180,47.75,6.11%,2.58%,1649484000,776989000,1.08,-24.48%,1652055000,3676819000,3006208000,-8065945000,5504559000,453021000,55573000,,25341050000,34.20%,68328249000,29009765000,1.15,18.92,0.92,0.86,2.35,
201,D,"Dominion Energy, Inc.",44332979790,52.89,0.19%,14770000000,0.14,85551979790,27.84,5.05%,,3288000000,1671000000,1.90,5.56%,4055000000,7078000000,6457000000,-3520000000,-4557000000,-1620000000,580000000,,41484000000,-13.68%,102005000000,74584000000,1.62,12.09,0.59,0.86,3.91,6926000000
202,URI,"United Rentals, Inc.",44265636025,664.75,-1.31%,14532000000,0.56,57207636025,18.02,0.98%,,3939000000,2515000000,36.89,18.54%,3957000000,6731000000,4794000000,-3496000000,-963000000,330000000,797000000,62.29%,13371000000,6.93%,26658000000,18538000000,5.45,8.50,1.82,19.28,4.21,303000000
203,BK,The Bank of New York Mellon Corporation,43552803840,58.24,-1.44%,17713000000,0.04,-43771196160,14.63,2.89%,13.51%,4818000000,3102000000,3.98,25.55%,4219000000,6084000000,1440000000,-14799000000,10501000000,-2811000000,881000000,-98.50%,47814000000,-19.73%,434728000000,393966000000,1.07,,1.10,0.83,2.53,
204,KMB,Kimberly-Clark Corporation,43485967350,129.15,-2.11%,20385000000,1.18,50602967350,23.70,3.78%,2.56%,2410000000,1845000000,5.45,-6.68%,2596000000,3346000000,3367000000,-484000000,-2462000000,329000000,464000000,12.51%,7970000000,-6.03%,17092000000,15908000000,41.65,15.12,0.39,1.82,1.93,-1322000000
205,A,"Agilent Technologies, Inc.",43433681550,148.21,-1.63%,6735000000,0.62,44240681550,35.37,0.64%,5.42%,1308000000,1236000000,4.19,-5.63%,1424000000,1690000000,1961000000,-301000000,-1153000000,497000000,96000000,55.42%,2555000000,-14.00%,10948000000,4760000000,7.02,26.18,1.13,3.01,3.07,973000000
206,ALL,The Allstate Corporation,43433194530,164.67,-0.10%,58567000000,0.57,50521194530,36.03,2.24%,4.02%,9218000000,1219000000,4.57,,1956000000,2615000000,5293000000,-3575000000,-1530000000,188000000,216000000,-0.41%,7938000000,-6.08%,105241000000,86761000000,2.33,19.32,0.51,2.91,1.69,
207,PAYX,"Paychex, Inc.",43292750010,120.27,-3.19%,5212800000,0.44,42390350010,26.20,3.26%,11.96%,2145600000,1660900000,4.59,10.60%,2189800000,2364800000,2085300000,-261700000,346900000,2170500000,528900000,26.90%,868800000,-0.28%,13023900000,9276800000,11.55,17.93,0.93,2.17,5.61,133200000
208,AMP,"Ameriprise Financial, Inc.",43203351753,434.97,-1.36%,15939000000,0.09,40124351753,14.80,1.36%,8.43%,4291000000,3129000000,29.38,20.46%,4291000000,4130000000,5073000000,-6685000000,-182000000,-1779000000,828000000,0.06%,5718000000,-6.69%,179831000000,174952000000,8.85,9.72,1.35,6.42,2.06,
209,COR,Cencora,43123516920,216.21,-1.22%,276536514000,4.38,46304116920,23.63,0.94%,5.22%,2523203000,1852421000,9.15,17.46%,2529230000,2969064000,2578460000,-1234857000,-717386000,596483000,453309000,-13.71%,5249458000,6.42%,63868046000,62641024000,39.81,15.60,0.54,3.27,4.73,-6600465000
210,LEN,Lennar Corporation,42730939578,154.95,-0.91%,35055867000,0.92,40598508578,10.88,1.29%,16.67%,5451381000,4061311000,14.24,-11.66%,5328044000,5445042000,4569400000,-288541000,-3293548000,987311000,1266733000,3.35%,2830332000,-29.83%,38951199000,12173269000,1.60,7.46,1.55,3.99,2.84,
211,KHC,The Kraft Heinz Company,42561215000,35.05,-2.23%,26562000000,0.29,61480215000,15.31,4.57%,,4631000000,2820000000,2.29,16.84%,4529000000,5500000000,4261000000,-939000000,-2478000000,800000000,798000000,114.52%,20545000000,2.19%,90309000000,40621000000,0.86,11.18,0.65,0.60,2.77,-342000000
212,CCI,Crown Castle Inc.,42452897100,97.70,-0.43%,6849000000,0.18,71283897100,30.53,6.41%,1.54%,2279000000,1394000000,3.20,-17.10%,2294000000,4056000000,3119000000,-1432000000,-1776000000,-89000000,26000000,10.28%,29124000000,2.12%,38231000000,32183000000,7.02,17.57,0.77,1.91,1.59,-485000000
213,KMI,"Kinder Morgan, Inc.",42323576600,19.07,,15288000000,0.22,74350576600,17.50,6.03%,1.79%,4260000000,2458000000,1.09,-2.68%,5010000000,7282000000,6347000000,-4239000000,-2403000000,-295000000,728000000,11.11%,32146000000,2.03%,70736000000,38993000000,1.39,10.21,0.88,0.27,3.26,-412000000
214,PRU,"Prudential Financial, Inc.",42265070000,117.73,-1.37%,60443000000,0.09,51178070000,20.09,4.42%,4.08%,2615000000,2164000000,5.86,641.77%,2684000000,2970000000,10388000000,-19063000000,10153000000,1283000000,520000000,59.82%,27648000000,-1.92%,725823000000,696409000000,1.55,17.23,1.35,1.85,3.37,
215,HUM,Humana Inc.,42080154210,349.21,-0.03%,109243000000,2.09,33018154210,21.53,1.01%,5.83%,3530000000,1991000000,16.22,-34.23%,3258000000,4199000000,-2283000000,-2614000000,-2928000000,-7825000000,728000000,,13545000000,12.72%,50091000000,33905000000,2.61,7.86,0.50,6.47,1.65,-8345000000
216,FIS,"Fidelity National Information Services, Inc.",41791137630,75.13,-3.42%,11212000000,0.23,49656137630,,1.92%,-11.11%,-5149000000,-6070000000,-10.25,,-5239000000,-3031000000,3668000000,8322000000,-12108000000,-174000000,190000000,4.75%,11194000000,-44.06%,35871000000,17846000000,2.32,,0.99,1.59,3.43,-134000000
217,IDXX,"IDEXX Laboratories, Inc.",41739621420,505.40,-2.15%,3724853000,1.19,42391843420,48.97,,,1115687000,866567000,10.32,24.04%,1125332000,1241813000,921183000,-192687000,-439989000,286066000,222400000,78.78%,1049655000,-19.32%,3353515000,1784609000,26.60,34.14,1.27,13.00,3.15,472636000
218,LHX,"L3Harris Technologies, Inc.",41515261600,218.87,-1.96%,20159000000,0.50,54746261600,35.53,2.12%,1.77%,1411000000,1173000000,6.16,28.87%,1784000000,3020000000,1642000000,-5089000000,3377000000,-68000000,-6000000,-45.60%,13708000000,40.34%,41816000000,23086000000,2.22,18.13,0.64,2.78,1.59,1920000000
219,IQV,IQVIA Holdings Inc.,41306562000,226.71,-1.26%,15069000000,0.57,53471562000,31.01,,,2012000000,1357000000,7.31,31.47%,2133000000,3269000000,2254000000,-1695000000,-575000000,-50000000,79000000,7.69%,13740000000,2.30%,26574000000,20230000000,6.51,16.36,1.53,4.88,3.41,-1655000000
220,PWR,"Quanta Services, Inc.",40935940320,279.64,-1.34%,21485199000,1.39,44411347320,54.30,0.13%,12.90%,1120338000,768003000,5.15,51.92%,1198079000,1827500000,1775498000,-887634000,-577231000,309257000,243784000,96.12%,4006463000,-8.57%,15542352000,9175083000,6.44,24.30,1.10,7.10,3.98,1851742000
221,DOW,Dow Inc.,40814076240,58.04,0.48%,43536000000,0.75,54829076240,34.55,4.82%,,1821000000,1198000000,1.68,-58.21%,1912000000,4595000000,5125000000,-3049000000,-1695000000,323000000,-46000000,-46.32%,17738000000,7.02%,58817000000,39900000000,2.22,11.93,1.29,0.95,3.35,4973000000
222,NUE,Nucor Corporation,40373523180,168.39,-1.68%,34140604000,1.00,41685991180,9.90,1.28%,3.96%,5799820000,4233100000,17.01,-33.45%,5416688000,6620766000,6364411000,-2616376000,-3067683000,676626000,1261190000,-40.77%,6851452000,2.71%,33932525000,12207006000,1.95,6.30,1.66,3.55,3.67,5661611000
223,HSY,The Hershey Company,39962565369,197.61,0.31%,11430127000,0.96,44827247369,19.58,2.77%,23.65%,2819043000,2072055000,10.09,22.45%,2552788000,2982168000,2136927000,-1237928000,-817658000,60058000,326811000,-29.04%,5385086000,14.51%,12389754000,8281467000,9.73,15.03,0.33,3.87,2.13,973016000
224,MSCI,MSCI Inc.,39271435940,495.70,0.55%,2616667000,0.51,43394849940,33.84,1.29%,13.31%,1409389000,1165818000,14.65,34.28%,1575729000,1747537000,1272025000,-829949000,-1002861000,-561293000,222764000,13.73%,4642729000,0.03%,5478589000,6129106000,,24.83,1.09,11.99,0.93,-523350000
225,CHTR,"Charter Communications, Inc.",39092622600,271.42,-0.01%,54633000000,0.37,136396622600,8.78,,,12764000000,4642000000,30.90,1.28%,11546000000,20226000000,14322000000,-11295000000,-2900000000,127000000,1665000000,-35.88%,97965000000,-0.01%,148044000000,132438000000,3.29,6.74,0.97,7.73,8.91,-7191000000
226,AME,"AMETEK, Inc.",38958715700,168.31,-3.08%,6736013000,0.48,41518128700,29.58,0.67%,12.77%,1719134000,1318419000,5.69,10.27%,1704622000,2057879000,1758987000,-2275682000,494700000,-26108000,289723000,34.80%,2933178000,30.60%,14864981000,5896766000,4.34,20.18,1.22,3.03,3.09,954635000
227,PCG,PG&E Corporation,38939055182,18.22,-1.30%,24080000000,0.19,96487055182,16.27,0.22%,,3318000000,2405000000,1.12,25.84%,4198000000,7881000000,5823000000,-9952000000,3734000000,-395000000,-1170000000,,58568000000,6.15%,127645000000,101662000000,1.51,12.24,1.26,0.28,2.62,2853000000
228,CNC,Centene Corporation,38807464247,72.72,-2.56%,155517000000,1.86,37140464247,14.40,,,2818000000,2735000000,5.05,88.43%,4411000000,5666000000,3328000000,-86000000,-1452000000,1762000000,953000000,-68.98%,18000000000,-1.75%,82624000000,55560000000,1.44,6.55,0.41,1.68,2.58,-13890000000
229,CTVA,"Corteva, Inc.",38793684160,55.66,0.27%,16834000000,0.39,41775684160,70.46,1.15%,6.67%,1518000000,559000000,0.79,-51.23%,891000000,2122000000,2471000000,-746000000,-1607000000,-54000000,89000000,,4640000000,-7.72%,43625000000,18617000000,1.57,19.69,0.78,1.06,2.63,6321000000
230,RCL,Royal Caribbean Cruises Ltd.,38635805370,150.13,1.15%,14742854000,0.43,59383805370,19.12,,,3356387000,2104910000,7.85,,3571523000,5053750000,4495082000,-3984900000,-1299825000,-789866000,,-13.86%,21185000000,-3.91%,35190000000,29865000000,7.50,11.75,2.50,3.65,5.89,-6766000000
231,OTIS,Otis Worldwide Corporation,38511765750,95.25,-2.38%,14300000000,1.42,44792765750,27.53,1.64%,16.53%,2189000000,1428000000,3.46,14.57%,2120000000,2310000000,1520000000,-241000000,-1476000000,-234000000,531000000,12.42%,7165000000,1.04%,9791000000,14607000000,,19.39,0.93,1.51,2.21,-1029000000
232,ACGL,Arch Capital Group Ltd.,38394261500,102.25,-1.07%,14407000000,0.25,40128261500,8.07,,,3955000000,4808000000,12.67,144.59%,4147000000,4240000000,6350000000,-5881000000,-81000000,385000000,-836000000,50.68%,2727000000,0.04%,62768000000,43411000000,1.98,9.46,0.57,1.76,2.97,
233,YUM,"Yum! Brands, Inc.",38262523520,135.86,-1.30%,7029000000,1.15,48798523520,24.09,1.97%,8.51%,2315000000,1611000000,5.64,32.71%,2330000000,2489000000,1617000000,-6000000,-1342000000,269000000,219000000,9.89%,11188000000,-4.76%,6224000000,13980000000,,19.61,1.07,2.13,3.95,-8000000
234,KR,The Kroger Co.,38060494450,52.31,-1.28%,150039000000,2.97,55424494450,17.67,2.22%,11.54%,3096000000,2164000000,2.96,-3.27%,3272000000,7022000000,6788000000,-3750000000,-2170000000,868000000,667000000,99.27%,19247000000,-5.71%,50505000000,38904000000,3.28,7.89,0.49,0.86,3.93,-4125000000
235,CMI,Cummins Inc.,38060402800,278.26,-2.33%,34015000000,1.07,41844402800,20.42,2.42%,7.01%,1270000000,1938000000,13.63,-23.21%,3071000000,4114000000,3747000000,-1821000000,-1315000000,561000000,756000000,98.60%,6835000000,-11.83%,31827000000,21726000000,4.20,10.17,1.04,5.48,1.99,1947000000
236,IR,Ingersoll Rand Inc.,37704754720,93.46,-2.14%,6916900000,0.45,38970754720,46.50,0.09%,,1217200000,819800000,2.01,24.07%,1220700000,1683000000,1368700000,-684600000,-327800000,333000000,246300000,37.06%,2718300000,-0.89%,15529000000,5609300000,3.83,23.16,1.41,1.80,2.61,861200000
237,ODFL,"Old Dominion Freight Line, Inc.",37657663350,173.31,0.14%,5884089000,1.10,37156669350,30.51,0.60%,31.43%,1644050000,1246768000,5.68,-6.58%,1656810000,2008507000,1577661000,-577897000,-626414000,373350000,409741000,18.39%,79980000,-19.99%,5651356000,1249719000,8.56,18.50,1.08,5.09,2.51,152012000
238,GIS,"General Mills, Inc.",37644127320,66.68,-2.37%,20173300000,0.65,49569527320,15.29,3.54%,9.26%,3470700000,2554000000,4.36,-5.83%,3614300000,4162100000,3190500000,-847900000,-2376100000,-30100000,599200000,-7.09%,12514000000,8.00%,30860500000,21169200000,3.99,11.91,0.14,1.21,3.83,-1497100000
239,PEG,Public Service Enterprise Group Incorporated,37126883200,74.54,-0.67%,10242000000,0.20,57897883200,20.65,3.22%,5.41%,2722000000,1808000000,3.61,-22.20%,2898000000,4046000000,2630000000,-3029000000,369000000,-30000000,317000000,,21957000000,7.72%,52388000000,36670000000,2.36,14.31,0.57,1.10,2.62,733000000
240,FAST,Fastenal Company,37078143720,64.76,-1.91%,7382700000,1.63,37324443720,31.90,2.41%,12.49%,1525600000,1157600000,2.03,4.10%,1530900000,1706600000,1379800000,-178600000,-1200200000,-2700000,364400000,27.95%,483400000,-25.41%,4532700000,1103500000,10.81,21.87,1.06,1.04,3.88,2305900000
241,MPWR,"Monolithic Power Systems, Inc.",36970277760,759.58,0.82%,1827892000,0.77,35683888760,90.53,0.66%,30.77%,452947000,410113000,8.39,-13.06%,481295000,519727000,667457000,-457055000,-201474000,-697000,71182000,89.99%,,,2578701000,465144000,17.49,68.66,1.22,23.72,1.82,378223000
242,VST,Vistra Corp.,36900252000,106.20,4.02%,13407000000,0.40,52416252000,65.15,0.82%,9.38%,1613000000,598000000,1.63,,1772000000,3806000000,4330000000,-5160000000,1373000000,2966000000,310000000,,16632000000,31.78%,38178000000,30894000000,6.52,13.77,1.03,4.71,1.19,982000000
243,KVUE,Kenvue Inc.,36860182975,19.25,-0.52%,15486000000,0.56,44183590387,24.68,4.16%,,2422000000,1491000000,0.78,-33.33%,2352000000,2976000000,2653000000,-599000000,-10241000000,-8231000000,517000000,-20.05%,8555000000,11.45%,27283000000,16662000000,3.46,14.85,,0.45,1.88,298000000
244,EXC,Exelon Corporation,36781103400,36.78,0.25%,22208000000,0.22,80942103400,15.85,4.13%,31.90%,4021000000,2318000000,2.32,3.11%,4405000000,7931000000,5211000000,-7271000000,2285000000,225000000,303000000,,45370000000,8.58%,103211000000,77150000000,1.41,10.21,0.60,0.63,2.19,1737000000
245,SYY,Sysco Corporation,36088755540,72.47,-0.66%,78016112000,3.27,48610854540,17.68,2.82%,2.03%,3195068000,2077058000,4.10,35.76%,3296975000,4265290000,2815013000,-2003908000,-972664000,-161835000,642421000,15.77%,13120421000,12.05%,24712340000,22611387000,17.18,11.40,1.16,1.29,2.71,2456491000
246,GEHC,GE HealthCare Technologies Inc.,35946647100,78.75,-1.38%,19495000000,0.60,42638647100,22.96,0.15%,,2415000000,1570000000,3.43,-8.78%,2802000000,3403000000,2052000000,-480000000,-1304000000,231000000,704000000,-5.51%,9255000000,-9.61%,32208000000,24609000000,4.85,12.53,,1.85,3.56,-1041000000
247,LULU,Lululemon Athletica Inc.,35665314250,295.25,-2.56%,9619278000,1.56,34824625250,24.20,,,2132676000,1550190000,12.20,82.63%,2175735000,2555119000,2296164000,-654132000,-548828000,1089104000,625545000,401.61%,1403282000,31.11%,7091941000,2859860000,8.43,13.63,1.30,9.47,1.72,434615000
248,VRSK,"Verisk Analytics, Inc.",35507527250,248.87,-1.08%,2733800000,0.62,38255627250,46.52,0.63%,12.31%,1145000000,777900000,5.35,66.15%,1138300000,1433300000,1067600000,-300500000,-624000000,120500000,242400000,,3100500000,0.65%,4498600000,4210800000,125.82,26.69,0.79,3.94,2.60,-222100000
249,FANG,"Diamondback Energy, Inc.",35269309440,197.76,2.22%,8714000000,0.31,40999309440,11.15,4.68%,1.87%,4663000000,3199000000,17.73,-26.58%,4302000000,6114000000,5829000000,-2795000000,-2188000000,846000000,928000000,-8.65%,6629000000,-4.76%,29690000000,11671000000,2.08,6.71,1.90,3.81,3.32,-1069000000
250,EA,Electronic Arts Inc.,35175346950,132.05,-2.23%,7562000000,0.57,33795346950,28.22,0.58%,,1518000000,1273000000,4.68,62.50%,1589000000,1993000000,2315000000,-207000000,-1624000000,476000000,316000000,57.56%,1882000000,0.11%,13420000000,5907000000,4.68,16.96,0.78,2.51,2.82,-2105000000
251,MLM,"Martin Marietta Materials, Inc.",35154638864,570.32,-1.53%,6674100000,0.43,37247638864,16.85,0.52%,12.12%,2821000000,2092500000,33.85,118.11%,2880600000,3400200000,1539900000,2036100000,-1155200000,2420800000,624900000,85.18%,4743000000,-12.69%,16240000000,7363000000,3.96,10.95,0.95,12.47,2.02,891000000
